,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,name
62,ashcraft,graham,668933,ashcg001,ashcrgr01,27552,2022.0,2022.0,graham ashcraft-668933
63,astudillo,willians,553902,astuw001,astudwi01,15608,2018.0,2022.0,willians astudillo-553902
64,avila,pedro,658648,avilp001,avilape01,18864,2019.0,2022.0,pedro avila-658648
65,azocar,josé,640492,azocj001,azocajo01,18821,2022.0,2022.0,josé azocar-640492
66,baddoo,akil,668731,badda001,baddoak01,22168,2021.0,2022.0,akil baddoo-668731
67,bader,harrison,664056,badeh001,baderha01,18030,2017.0,2022.0,harrison bader-664056
68,báez,javier,595879,baezj001,baezja01,12979,2014.0,2022.0,javier báez-595879
69,báez,michel,673258,baezm001,baezmi01,20100,2019.0,2022.0,michel báez-673258
70,báez,pedro,520980,baezp001,baezpe01,5420,2014.0,2022.0,pedro báez-520980
71,baker,bryan,641329,bakeb001,bakerbr01,19804,2021.0,2022.0,bryan baker-641329
72,banda,anthony,607455,banda001,bandaan01,14706,2017.0,2022.0,anthony banda-607455
73,banks,tanner,621383,bankt001,banksta01,16990,2022.0,2022.0,tanner banks-621383
74,bannon,rylan,676625,bannr001,bannory01,19768,2022.0,2022.0,rylan bannon-676625
75,banuelos,manny,544365,banum001,banuema01,5365,2015.0,2022.0,manny banuelos-544365
76,bard,daniel,453268,bardd001,bardda01,7115,2009.0,2022.0,daniel bard-453268
77,bard,luke,572703,bardl001,bardlu01,14288,2018.0,2022.0,luke bard-572703
78,barker,luke,673316,barkl002,barkelu01,19609,2022.0,2022.0,luke barker-673316
79,barlow,joe,669618,barlj001,barlojo01,22296,2021.0,2022.0,joe barlow-669618
80,barlow,scott,605130,barls001,barlosc01,14993,2018.0,2022.0,scott barlow-605130
81,barnes,austin,605131,barna001,barneau01,12158,2015.0,2022.0,austin barnes-605131
82,barnes,jacob,606930,barnj002,barneja01,12323,2016.0,2022.0,jacob barnes-606930
83,barnes,matt,598264,barnm001,barnema01,12863,2014.0,2022.0,matt barnes-598264
84,barnhart,tucker,571466,barnt001,barnhtu01,10200,2014.0,2022.0,tucker barnhart-571466
85,barraclough,kyle,607457,barrk002,barraky01,13713,2015.0,2022.0,kyle barraclough-607457
86,barrera,luis,642456,barrl001,barrelu01,19615,2021.0,2022.0,luis barrera-642456
87,barrera,tres,668663,barrt004,barretr01,19977,2019.0,2022.0,tres barrera-668663
88,barrero,jose,676480,garcj007,garcijo02,23378,2020.0,2022.0,jose barrero-676480
89,barria,jaime,642545,barrj003,barrija01,18356,2018.0,2022.0,jaime barria-642545
90,bart,joey,663698,bartj003,bartjo01,21524,2020.0,2022.0,joey bart-663698
91,bass,anthony,542914,bassa001,bassan01,7982,2011.0,2022.0,anthony bass-542914
92,bassitt,chris,605135,bassc001,bassich01,12304,2014.0,2022.0,chris bassitt-605135
93,batten,matthew,676946,battm001,battema01,20157,2022.0,2022.0,matthew batten-676946
94,baumann,mike,657508,baumm001,baumami01,20206,2021.0,2022.0,mike baumann-657508
95,bautista,félix,642585,bautf001,bautife01,20666,2022.0,2022.0,félix bautista-642585
96,baz,shane,669358,baz-s001,bazsh01,22264,2021.0,2022.0,shane baz-669358
97,beasley,jeremy,676886,beasj001,beaslje01,20205,2020.0,2022.0,jeremy beasley-676886
98,beaty,matt,607461,beatm001,beatyma01,17710,2019.0,2022.0,matt beaty-607461
99,beckham,tim,542921,beckt001,beckhti01,7949,2013.0,2022.0,tim beckham-542921
100,bednar,david,670280,bednd001,bednada01,19569,2019.0,2022.0,david bednar-670280
101,beede,tyler,595881,beedt001,beedety01,16981,2018.0,2022.0,tyler beede-595881
102,beeks,jalen,656222,beekj001,beeksja02,17192,2018.0,2022.0,jalen beeks-656222
103,beer,seth,666179,beers001,beerse01,20493,2021.0,2022.0,seth beer-666179
104,bell,josh,605137,bellj005,belljo02,13145,2016.0,2022.0,josh bell-605137
105,bellatti,andrew,571479,bella001,bellaan01,10657,2015.0,2022.0,andrew bellatti-571479
106,bellinger,cody,641355,bellc002,bellico01,15998,2017.0,2022.0,cody bellinger-641355
107,bello,brayan,678394,bellb002,bellobr01,23920,2022.0,2022.0,brayan bello-678394
108,belt,brandon,474832,beltb001,beltbr01,10264,2011.0,2022.0,brandon belt-474832
109,bemboom,anthony,621532,bemba001,bemboan01,13854,2019.0,2022.0,anthony bemboom-621532
110,bender,anthony,669622,benda001,bendean01,19742,2021.0,2022.0,anthony bender-669622
111,benintendi,andrew,643217,benia002,beninan01,17901,2016.0,2022.0,andrew benintendi-643217
112,benson,will,666181,bensw001,bensowi01,21853,2022.0,2022.0,will benson-666181
113,bernardino,brennan,657514,bernb001,bernabr01,16835,2022.0,2022.0,brennan bernardino-657514
114,berríos,josé,621244,berrj001,berrijo01,14168,2016.0,2022.0,josé berríos-621244
115,berti,jon,542932,bertj001,bertijo01,12037,2018.0,2022.0,jon berti-542932
116,bethancourt,christian,542194,bethc001,bethach01,10028,2013.0,2022.0,christian bethancourt-542194
117,betts,mookie,605141,bettm001,bettsmo01,13611,2014.0,2022.0,mookie betts-605141
118,bichette,bo,666182,bichb001,bichebo01,19612,2019.0,2022.0,bo bichette-666182
119,bickford,phil,641360,bickp001,bickfph01,18519,2020.0,2022.0,phil bickford-641360
120,bieber,shane,669456,biebs001,biebesh01,19427,2018.0,2022.0,shane bieber-669456
121,bielak,brandon,656232,bielb001,bielabr01,19866,2020.0,2022.0,brandon bielak-656232
122,biggio,cavan,624415,biggc002,biggica01,19252,2019.0,2022.0,cavan biggio-624415
123,bird,jake,656234,birdj001,birdja01,21267,2022.0,2022.0,jake bird-656234
124,blach,ty,621389,blact002,blachty01,14361,2016.0,2022.0,ty blach-621389
125,blackburn,paul,621112,blacp001,blackpa01,14739,2017.0,2022.0,paul blackburn-621112
126,blackmon,charlie,453568,blacc001,blackch02,7859,2011.0,2022.0,charlie blackmon-453568
127,blanco,dairon,680118,bland001,blancda02,19779,2022.0,2022.0,dairon blanco-680118
128,blanco,ronel,669854,blanr001,blancro01,19407,2022.0,2022.0,ronel blanco-669854
129,blankenhorn,travis,663905,blant002,blanktr01,18395,2020.0,2022.0,travis blankenhorn-663905
130,bleday,jj,668709,bledj001,bledajj01,26368,2022.0,2022.0,jj bleday-668709
131,bleier,richard,542947,bleir001,bleieri01,7803,2016.0,2022.0,richard bleier-542947
132,bogaerts,xander,593428,bogax001,bogaexa01,12161,2013.0,2022.0,xander bogaerts-593428
133,bohm,alec,664761,bohma001,bohmal01,21618,2020.0,2022.0,alec bohm-664761
134,bolaños,ronald,671790,bolar001,bolanro01,20041,2019.0,2022.0,ronald bolaños-671790
135,bolt,skye,621450,bolts001,boltsk01,17723,2019.0,2022.0,skye bolt-621450
136,borucki,ryan,621366,borur001,borucry01,16350,2018.0,2022.0,ryan borucki-621366
137,bote,david,623520,boted002,boteda01,14593,2018.0,2022.0,david bote-623520
138,bouchard,sean,656248,boucs001,bouchse01,21270,2022.0,2022.0,sean bouchard-656248
139,boxberger,brad,502202,boxbb001,boxbebr01,10133,2012.0,2022.0,brad boxberger-502202
140,bracho,silvino,611093,bracs001,brachsi01,15051,2015.0,2022.0,silvino bracho-611093
141,bradish,kyle,680694,bradk001,bradiky01,24586,2022.0,2022.0,kyle bradish-680694
142,bradley,archie,605151,brada001,bradlar01,12918,2015.0,2022.0,archie bradley-605151
143,bradley,bobby,656252,bradb002,bradlbo01,17278,2019.0,2022.0,bobby bradley-656252
144,bradley,jackie,598265,bradj001,bradlja02,12984,2013.0,2022.0,jackie bradley-598265
145,brantley,michael,488726,branm003,brantmi02,4106,2009.0,2022.0,michael brantley-488726
146,brantly,rob,542963,branr002,brantro01,10655,2012.0,2022.0,rob brantly-542963
147,brash,matt,666374,brasm001,brashma01,25756,2022.0,2022.0,matt brash-666374
148,brasier,ryan,518489,brasr001,brasiry01,5615,2013.0,2022.0,ryan brasier-518489
149,brault,steven,643230,braus002,braulst01,15291,2016.0,2022.0,steven brault-643230
150,brazoban,huascar,623211,brazh001,brazohu01,6107,2022.0,2022.0,huascar brazoban-623211
151,brebbia,john,605154,brebj001,brebbjo01,12777,2017.0,2022.0,john brebbia-605154
152,bregman,alex,608324,brega001,bregmal01,17678,2016.0,2022.0,alex bregman-608324
153,brentz,jake,641394,brenj001,brentja01,17783,2021.0,2022.0,jake brentz-641394
154,brice,austin,592169,brica001,briceau01,17237,2016.0,2022.0,austin brice-592169
155,bride,jonah,681146,bridj001,bridejo01,24703,2022.0,2022.0,jonah bride-681146
156,brieske,beau,689225,brieb001,briesbe01,26079,2022.0,2022.0,beau brieske-689225
157,brigham,jeff,656257,brigj002,brighje01,16631,2018.0,2022.0,jeff brigham-656257
158,brogdon,connor,641401,brogc001,brogdco01,21205,2020.0,2022.0,connor brogdon-641401
159,brooks,aaron,605156,brooa001,brookaa01,12272,2014.0,2022.0,aaron brooks-605156
160,brosseau,mike,670712,brosm001,brossmi01,19683,2019.0,2022.0,mike brosseau-670712
161,brown,seth,664913,brows003,brownse01,18171,2019.0,2022.0,seth brown-664913
162,brubaker,jt,664141,brubj001,brubajt01,17578,2020.0,2022.0,jt brubaker-664141
163,bruihl,justin,677865,bruij001,bruihju01,23779,2021.0,2022.0,justin bruihl-677865
164,bruján,vidal,660644,brujv001,brujavi01,20536,2021.0,2022.0,vidal bruján-660644
165,bryant,kris,592178,bryak001,bryankr01,15429,2015.0,2022.0,kris bryant-592178
166,bubic,kris,663460,bubik001,bubickr01,21455,2020.0,2022.0,kris bubic-663460
167,buehler,walker,621111,buehw001,buehlwa01,19374,2017.0,2022.0,walker buehler-621111
168,bumgarner,madison,518516,bumgm001,bumgama01,5524,2009.0,2022.0,madison bumgarner-518516
169,bummer,aaron,607481,bumma001,bummeaa01,16258,2017.0,2022.0,aaron bummer-607481
170,bundy,dylan,605164,bundd001,bundydy01,12917,2012.0,2022.0,dylan bundy-605164
171,burger,jake,669394,burgj001,burgeja01,22275,2021.0,2022.0,jake burger-669394
172,burke,brock,656271,burkb001,burkebr01,17968,2019.0,2022.0,brock burke-656271
173,burnes,corbin,669203,burnc002,burneco01,19361,2018.0,2022.0,corbin burnes-669203
174,burr,ryan,621114,burrr002,burrry01,17536,2018.0,2022.0,ryan burr-621114
175,bush,matt,456713,bushm001,bushma01,1246,2016.0,2022.0,matt bush-456713
176,buxton,byron,621439,buxtb001,buxtoby01,14161,2015.0,2022.0,byron buxton-621439
177,cabrera,edward,665795,cabre003,cabreed02,21690,2021.0,2022.0,edward cabrera-665795
178,cabrera,génesis,650893,cabrg001,cabrege01,17490,2019.0,2022.0,génesis cabrera-650893
179,cabrera,miguel,408234,cabrm001,cabremi01,1744,2003.0,2022.0,miguel cabrera-408234
180,cain,lorenzo,456715,cainl001,cainlo01,9077,2010.0,2022.0,lorenzo cain-456715
181,calhoun,kole,594777,calhk001,calhoko01,11200,2012.0,2022.0,kole calhoun-594777
182,calhoun,willie,641432,calhw001,calhowi01,17838,2017.0,2022.0,willie calhoun-641432
183,call,alex,669743,calla002,callal02,19296,2022.0,2022.0,alex call-669743
184,camargo,johan,622666,camaj001,camarjo01,14950,2017.0,2022.0,johan camargo-622666
185,cameron,daz,663662,camed001,camerda01,18353,2020.0,2022.0,daz cameron-663662
186,campusano,luis,669134,campl002,campulu01,22217,2020.0,2022.0,luis campusano-669134
187,candelario,jeimer,600869,candj002,candeje01,13621,2016.0,2022.0,jeimer candelario-600869
188,canha,mark,592192,canhm001,canhama01,11445,2015.0,2022.0,mark canha-592192
189,canó,robinson,429664,canor001,canoro01,3269,2005.0,2022.0,robinson canó-429664
190,cano,yennier,666974,canoy001,canoye01,25911,2022.0,2022.0,yennier cano-666974
191,capel,conner,668843,capec001,capelco01,19983,2022.0,2022.0,conner capel-668843
192,capra,vinny,681962,caprv001,capravi01,25040,2022.0,2022.0,vinny capra-681962
193,caratini,victor,605170,carav001,caratvi01,14968,2017.0,2022.0,victor caratini-605170
194,carlson,dylan,666185,carld002,carlsdy01,20126,2020.0,2022.0,dylan carlson-666185
195,carlton,drew,656290,carld003,carltdr01,19868,2021.0,2022.0,drew carlton-656290
196,carpenter,matt,572761,carpm002,carpema01,8090,2011.0,2022.0,matt carpenter-572761
197,carrasco,carlos,471911,carrc003,carraca01,6632,2009.0,2022.0,carlos carrasco-471911
198,casali,curt,592200,casac001,casalcu01,12510,2014.0,2022.0,curt casali-592200
199,castano,daniel,641447,castd003,castada01,19805,2020.0,2022.0,daniel castano-641447
200,castellani,ryan,624418,castr005,castery01,16377,2020.0,2022.0,ryan castellani-624418
201,castellanos,humberto,528748,casth002,castehu01,21183,2020.0,2022.0,humberto castellanos-528748
202,castellanos,nick,592206,castn001,casteni01,11737,2013.0,2022.0,nick castellanos-592206
203,castillo,diego,660636,castd004,castidi02,19906,2022.0,2022.0,diego castillo-660636
204,castillo,diego,650895,castd002,castidi01,17496,2018.0,2022.0,diego castillo-650895
205,castillo,luis,622491,castl003,castilu02,15689,2017.0,2022.0,luis castillo-622491
206,castillo,max,666721,castm003,castima03,21956,2022.0,2022.0,max castillo-666721
207,castro,anthony,621593,casta005,castran02,19789,2020.0,2022.0,anthony castro-621593
208,castro,harold,605612,casth001,castrha01,14691,2018.0,2022.0,harold castro-605612
209,castro,jason,488771,castj006,castrja01,8722,2010.0,2022.0,jason castro-488771
210,castro,kervin,665645,castk002,castrke01,21656,2021.0,2022.0,kervin castro-665645
211,castro,miguel,612434,castm002,castrmi01,15684,2015.0,2022.0,miguel castro-612434
212,castro,rodolfo,666801,castr006,castrro01,21987,2021.0,2022.0,rodolfo castro-666801
213,castro,willi,650489,castw003,castrwi01,17338,2019.0,2022.0,willi castro-650489
214,cave,jake,595909,cavej001,caveja01,14477,2018.0,2022.0,jake cave-595909
215,cease,dylan,656302,ceasd001,ceasedy01,18525,2019.0,2022.0,dylan cease-656302
216,celestino,gilberto,665482,celeg001,celesgi01,20233,2021.0,2022.0,gilberto celestino-665482
217,cessa,luis,570666,cessl001,cessalu01,13345,2016.0,2022.0,luis cessa-570666
218,chacín,jhoulys,468504,chacj001,chacijh01,2608,2009.0,2022.0,jhoulys chacín-468504
219,chafin,andrew,605177,chafa001,chafian01,12988,2014.0,2022.0,andrew chafin-605177
220,chang,yu,644374,chany001,changyu01,14773,2019.0,2022.0,yu chang-644374
221,chapman,aroldis,547973,chapa001,chapmar01,10233,2010.0,2022.0,aroldis chapman-547973
222,chapman,matt,656305,chapm001,chapmma01,16505,2017.0,2022.0,matt chapman-656305
223,chargois,j. t.,608638,charj001,chargjt01,13767,2016.0,2022.0,j. t. chargois-608638
224,chavez,jesse,445926,chavj001,chaveje01,5448,2008.0,2022.0,jesse chavez-445926
225,chavis,michael,656308,chavm001,chavimi01,17321,2019.0,2022.0,michael chavis-656308
226,chirinos,robinson,455139,chirr001,chiriro01,3142,2011.0,2022.0,robinson chirinos-455139
227,chisholm,jazz,665862,chisj001,chishja01,20454,2020.0,2022.0,jazz chisholm-665862
228,choi,ji-man,596847,choij001,choiji01,5452,2016.0,2022.0,ji-man choi-596847
229,cimber,adam,643256,cimba001,cimbead01,15288,2018.0,2022.0,adam cimber-643256
230,cishek,steve,518553,cishs001,cishest01,6483,2010.0,2022.0,steve cishek-518553
231,cisnero,josé,542585,cisnj001,cisnejo01,6399,2013.0,2022.0,josé cisnero-542585
232,civale,aaron,650644,civaa001,civalaa01,19479,2019.0,2022.0,aaron civale-650644
233,clarke,taylor,664199,clart003,clarkta01,17611,2019.0,2022.0,taylor clarke-664199
234,clase,emmanuel,661403,clase001,claseem01,21032,2019.0,2022.0,emmanuel clase-661403
235,clay,sam,621348,clays001,claysa01,16279,2021.0,2022.0,sam clay-621348
236,cleavinger,garrett,664076,cleag001,cleavga01,17897,2020.0,2022.0,garrett cleavinger-664076
237,clemens,kody,665019,clemk001,clemeko01,20572,2022.0,2022.0,kody clemens-665019
238,clement,ernie,676391,cleme002,clemeer01,20352,2021.0,2022.0,ernie clement-676391
239,clevinger,mike,605182,clevm001,clevimi01,12808,2016.0,2022.0,mike clevinger-605182
240,clippard,tyler,461325,clipt001,clippty01,5640,2007.0,2022.0,tyler clippard-461325
241,cobb,alex,502171,cobba001,cobbal01,6562,2011.0,2022.0,alex cobb-502171
242,cole,gerrit,543037,coleg001,colege01,13125,2013.0,2022.0,gerrit cole-543037
243,coleman,dylan,669395,coled003,colemdy01,22276,2021.0,2022.0,dylan coleman-669395
244,collins,zack,641470,collz001,colliza01,19181,2019.0,2022.0,zack collins-641470
245,colomé,alex,517008,coloa001,colomal01,6661,2013.0,2022.0,alex colomé-517008
246,contreras,mark,676628,contm001,contrma01,20122,2022.0,2022.0,mark contreras-676628
247,contreras,roansy,672710,contr001,contrro01,22810,2021.0,2022.0,roansy contreras-672710
248,contreras,william,661388,contw002,contrwi02,20503,2020.0,2022.0,william contreras-661388
249,contreras,willson,575929,contw001,contrwi01,11609,2016.0,2022.0,willson contreras-575929
250,cooper,garrett,643265,coopg002,coopega03,15279,2017.0,2022.0,garrett cooper-643265
251,corbin,patrick,571578,corbp001,corbipa01,9323,2012.0,2022.0,patrick corbin-571578
252,cordero,franchy,614173,cordf003,cordefr02,14567,2017.0,2022.0,franchy cordero-614173
253,correa,carlos,621043,corrc001,correca01,14162,2015.0,2022.0,carlos correa-621043
254,cortes,nestor,641482,cortn001,cortene01,17874,2018.0,2022.0,nestor cortes-641482
255,cotton,jharel,605194,cottj001,cottojh01,13654,2016.0,2022.0,jharel cotton-605194
256,coulombe,danny,543056,could001,couloda01,13293,2014.0,2022.0,danny coulombe-543056
257,cousins,jake,664776,cousj001,cousija01,21620,2021.0,2022.0,jake cousins-664776
258,crawford,brandon,543063,crawb001,crawfbr01,5343,2011.0,2022.0,brandon crawford-543063
259,crawford,j. p.,641487,crawj002,crawfjp01,15491,2017.0,2022.0,j. p. crawford-641487
260,crawford,kutter,676710,crawk001,crawfku01,20531,2021.0,2022.0,kutter crawford-676710
261,crick,kyle,605195,crick001,crickky01,13182,2017.0,2022.0,kyle crick-605195
262,crismatt,nabil,622503,crisn001,crismna01,17732,2020.0,2022.0,nabil crismatt-622503
263,cron,c. j.,543068,cronc002,croncj01,12546,2014.0,2022.0,c. j. cron-543068
264,cronenworth,jake,630105,cronj001,croneja01,18036,2020.0,2022.0,jake cronenworth-630105
265,crook,narciso,643271,croon001,crookna01,17473,2022.0,2022.0,narciso crook-643271
266,crowe,wil,640444,croww001,crowewi01,19800,2020.0,2022.0,wil crowe-640444
267,cruz,jesus,672911,cruzj006,cruzje01,20042,2020.0,2022.0,jesus cruz-672911
268,cruz,nelson,443558,cruzn002,cruzne02,2434,2005.0,2022.0,nelson cruz-443558
269,cruz,oneil,665833,cruzo001,cruzon01,21711,2021.0,2022.0,oneil cruz-665833
270,cuas,jose,621016,cuasj001,cuasjo01,17701,2022.0,2022.0,jose cuas-621016
271,cueto,johnny,456501,cuetj001,cuetojo01,6893,2008.0,2022.0,johnny cueto-456501
272,culberson,charlie,518586,culbc001,culbech01,3298,2012.0,2022.0,charlie culberson-518586
273,d'arnaud,travis,518595,darnt001,darnatr01,7739,2013.0,2022.0,travis d'arnaud-518595
274,dalbec,bobby,666915,dalbb001,dalbebo01,19966,2020.0,2022.0,bobby dalbec-666915
275,danish,tyler,641501,danit001,danisty01,15126,2016.0,2022.0,tyler danish-641501
276,darvish,yu,506433,darvy001,darviyu01,13074,2012.0,2022.0,yu darvish-506433
277,davidson,matt,571602,davim005,davidma02,7226,2013.0,2022.0,matt davidson-571602
278,davidson,tucker,656353,davit005,davidtu01,19871,2020.0,2022.0,tucker davidson-656353
279,davies,zach,605200,daviz001,davieza02,13183,2015.0,2022.0,zach davies-605200
280,davis,austin,656354,davia003,davisau01,17117,2018.0,2022.0,austin davis-656354
281,davis,j. d.,605204,davij006,davisjd01,16219,2017.0,2022.0,j. d. davis-605204
282,davis,jaylin,664041,davij008,davisja03,19552,2019.0,2022.0,jaylin davis-664041
283,davis,jonathan,641505,davij007,davisjo05,15104,2018.0,2022.0,jonathan davis-641505
284,dawson,ronnie,669008,dawsr001,dawsoro01,19710,2021.0,2022.0,ronnie dawson-669008
285,daza,yonathan,602074,dazay001,dazayo01,15794,2019.0,2022.0,yonathan daza-602074
286,de jesus,angel,669804,dejea001,dejesan01,22323,2022.0,2022.0,angel de jesus-669804
287,de jong,chase,608328,dejoc001,dejonch01,15036,2017.0,2022.0,chase de jong-608328
288,de la cruz,bryan,650559,delab001,delacbr01,19600,2021.0,2022.0,bryan de la cruz-650559
289,de los santos,enyel,660853,deloe001,delosen01,18403,2018.0,2022.0,enyel de los santos-660853
290,de los santos,yerry,660787,deloy001,delosye01,21420,2022.0,2022.0,yerry de los santos-660787
291,degrom,jacob,594798,degrj001,degroja01,10954,2014.0,2022.0,jacob degrom-594798
292,dejong,paul,657557,dejop001,dejonpa01,18015,2017.0,2022.0,paul dejong-657557
293,delay,jason,641511,delaj004,delayja01,19806,2022.0,2022.0,jason delay-641511
294,demeritte,travis,641513,demet001,demertr01,15958,2019.0,2022.0,travis demeritte-641513
295,desclafani,anthony,543101,desca001,desclan01,13050,2014.0,2022.0,anthony desclafani-543101
296,detmers,reid,672282,detmr001,detmere01,27468,2021.0,2022.0,reid detmers-672282
297,detwiler,ross,446321,detwr001,detwiro01,2859,2007.0,2022.0,ross detwiler-446321
298,devenski,chris,606965,devec001,devench02,12763,2016.0,2022.0,chris devenski-606965
299,devers,rafael,646240,dever001,deverra01,17350,2017.0,2022.0,rafael devers-646240
300,díaz,aledmys,649557,diaza003,diazal02,15937,2016.0,2022.0,aledmys díaz-649557
301,díaz,alexis,664747,diaza004,diazal03,21132,2022.0,2022.0,alexis díaz-664747
302,díaz,edwin,621242,diaze006,diazed04,14710,2016.0,2022.0,edwin díaz-621242
303,díaz,elias,553869,diaze005,diazel01,11680,2015.0,2022.0,elias díaz-553869
304,diaz,jhonathan,646242,diazj007,diazjh01,20298,2021.0,2022.0,jhonathan diaz-646242
305,díaz,lewin,650331,diazl001,diazle01,18365,2020.0,2022.0,lewin díaz-650331
306,díaz,yandy,650490,diazy001,diazya01,16578,2017.0,2022.0,yandy díaz-650490
307,díaz,yusniel,666783,diazy003,diazyu01,18905,2022.0,2022.0,yusniel díaz-666783
308,dickerson,alex,543105,dicka001,dickeal01,12649,2015.0,2022.0,alex dickerson-543105
309,dickerson,corey,572816,dickc002,dickeco01,10762,2013.0,2022.0,corey dickerson-572816
310,diehl,phillip,670426,diehp001,diehlph01,20030,2019.0,2022.0,phillip diehl-670426
311,diekman,jake,518617,diekj001,diekmja01,5003,2012.0,2022.0,jake diekman-518617
312,diplán,marcos,650959,diplm001,diplama01,17583,2021.0,2022.0,marcos diplán-650959
313,domínguez,seranthony,622554,domis001,dominse01,19249,2018.0,2022.0,seranthony domínguez-622554
314,donaldson,josh,518626,donaj001,donaljo02,5038,2010.0,2022.0,josh donaldson-518626
315,donovan,brendan,680977,donob001,donovbr01,24679,2022.0,2022.0,brendan donovan-680977
316,doolittle,sean,448281,dools001,doolise01,1581,2012.0,2022.0,sean doolittle-448281
317,doval,camilo,666808,dovac001,dovalca01,21992,2021.0,2022.0,camilo doval-666808
318,downs,jeter,669023,downj001,downsje01,22202,2022.0,2022.0,jeter downs-669023
319,dozier,hunter,641531,dozih001,doziehu01,15117,2016.0,2022.0,hunter dozier-641531
320,drury,brandon,592273,drurb001,drurybr01,11615,2015.0,2022.0,brandon drury-592273
321,duarte,daniel,650960,duard001,duartda01,17480,2022.0,2022.0,daniel duarte-650960
322,dubón,mauricio,643289,dubom001,dubonma01,16530,2019.0,2022.0,mauricio dubón-643289
323,duffey,tyler,608648,dufft001,duffety01,13758,2015.0,2022.0,tyler duffey-608648
324,duffy,matt,622110,duffm002,duffyma01,13836,2014.0,2022.0,matt duffy-622110
325,duggar,steven,621453,duggs001,duggast01,17719,2018.0,2022.0,steven duggar-621453
326,dugger,robert,667498,duggr001,duggero01,19191,2019.0,2022.0,robert dugger-667498
327,dunand,joe,656388,dunaj001,dunanjo01,19727,2022.0,2022.0,joe dunand-656388
328,dunning,dane,641540,dunnd001,dunnida01,19409,2020.0,2022.0,dane dunning-641540
329,duran,ezequiel,677649,durae002,duranez01,23733,2022.0,2022.0,ezequiel duran-677649
330,duran,jarren,680776,duraj001,duranja01,24617,2021.0,2022.0,jarren duran-680776
331,duran,jhoan,661395,duraj002,duranjh01,21029,2022.0,2022.0,jhoan duran-661395
332,duron,nick,663975,duron001,duronni01,21092,2022.0,2022.0,nick duron-663975
333,duvall,adam,594807,duvaa001,duvalad01,10950,2014.0,2022.0,adam duvall-594807
334,eaton,nate,681987,eaton001,eatonna01,25055,2022.0,2022.0,nate eaton-681987
335,edman,tommy,669242,edmat001,edmanto01,19470,2019.0,2022.0,tommy edman-669242
336,edwards,carl,605218,edwac001,edwarca01,13607,2015.0,2022.0,carl edwards-605218
337,effross,scott,664123,effrs001,effrosc01,18384,2021.0,2022.0,scott effross-664123
338,eflin,zach,621107,efliz001,eflinza01,13774,2016.0,2022.0,zach eflin-621107
339,eickhoff,jerad,595191,eickj001,eickhje01,12664,2015.0,2022.0,jerad eickhoff-595191
340,elder,bryce,693821,eldeb001,elderbr01,27779,2022.0,2022.0,bryce elder-693821
341,elías,roenis,606273,eliar001,eliasro01,12673,2014.0,2022.0,roenis elías-606273
342,ellis,chris,595939,ellic001,ellisch01,16125,2019.0,2022.0,chris ellis-595939
343,ellis,drew,656403,ellid002,ellisdr01,19873,2021.0,2022.0,drew ellis-656403
344,encarnacion,jerar,666464,encaj002,encarje01,21871,2022.0,2022.0,jerar encarnacion-666464
345,engel,adam,641553,engea001,engelad01,15082,2017.0,2022.0,adam engel-641553
346,eovaldi,nathan,543135,eovan001,eovalna01,9132,2011.0,2022.0,nathan eovaldi-543135
347,erlin,robbie,572362,erlir001,erlinro01,10354,2013.0,2022.0,robbie erlin-572362
348,escobar,alcides,444876,escoa003,escobal02,6310,2008.0,2022.0,alcides escobar-444876
349,escobar,eduardo,500871,escoe001,escobed01,6153,2011.0,2022.0,eduardo escobar-500871
350,espinal,santiago,669289,espis001,espinsa01,19997,2020.0,2022.0,santiago espinal-669289
351,espino,paolo,502179,espip001,espinpa01,8246,2017.0,2022.0,paolo espino-502179
352,espinoza,anderson,659262,espia002,espinan01,18593,2022.0,2022.0,anderson espinoza-659262
353,estévez,carlos,608032,estec001,estevca01,14542,2016.0,2022.0,carlos estévez-608032
354,estrada,thairo,642731,estrt001,estrath01,16426,2019.0,2022.0,thairo estrada-642731
355,faedo,alex,656412,faeda001,faedoal01,19874,2022.0,2022.0,alex faedo-656412
356,fairbanks,pete,664126,fairp001,fairbpe01,17998,2019.0,2022.0,pete fairbanks-664126
357,fairchild,stuart,656413,fairs001,faircst01,20321,2021.0,2022.0,stuart fairchild-656413
358,falter,bailey,663559,faltb001,falteba01,20070,2021.0,2022.0,bailey falter-663559
359,familia,jeurys,544727,famij001,familje01,5114,2012.0,2022.0,jeurys familia-544727
360,farmer,buck,571656,farmb001,farmebu01,14814,2014.0,2022.0,buck farmer-571656
361,farmer,kyle,571657,farmk001,farmeky01,14813,2017.0,2022.0,kyle farmer-571657
362,faucher,calvin,676534,faucc001,fauchca01,20116,2022.0,2022.0,calvin faucher-676534
363,fedde,erick,607200,fedde001,feddeer01,17425,2017.0,2022.0,erick fedde-607200
364,feliz,michael,593140,felim001,felizmi01,11903,2015.0,2022.0,michael feliz-593140
365,feltner,ryan,663372,feltr001,feltnry01,21446,2021.0,2022.0,ryan feltner-663372
366,ferguson,caleb,657571,fergc001,ferguca01,19349,2018.0,2022.0,caleb ferguson-657571
367,fermin,freddy,666023,fermf002,fermifr01,21840,2022.0,2022.0,freddy fermin-666023
